Word,Count
sentinel,5
native,4
intelligent,2
investigate,7
connectors,4
models,4
workloads,1
integrated,1
cloudtrail,13
logging,17
account,4
collects,8
analyzes,5
x,5
force,5
exchange,1
chronicle,5
efforts,10
scanners,1
nessus,2
widely,3
scanner,5
misconfigurations,1
customizable,8
openvas,2
options,1
extensive,1
database,2
frequent,2
wsus,2
server,1
administrators,1
distribution,2
installation,1
status,1
sccm,2
configuration,4
any,4
patching,4
remediate,2
vms,1
deviations,1
red,4
weaknesses,3
identification,2
engine,1
outdated,1
libraries,1
idsips,1
ips,5
not,3
but,2
also,2
taking,1
immediate,1
action,1
blocking,2
conjunction,2
false,2
positives,2
negatives,1
high,1
scalability,1
necessary,6
nsgs,2
filter,1
contain,3
inbound,2
outbound,2
destination,1
ip,1
addresses,1
ports,1
protocols,3
apply,2
nsg,1
protections,3
vpcs,1
deep,1
vpc,6
lists,1
acls,2
within,3
subnets,1
layer,1
acl,1
vpns,1
idps,1
subnet,1
level,3
instance,1
place,1
evaluate,1
adhering,1
powerful,3
platform,3
collecting,4
visualizing,2
generated,3
search,6
dashboards,16
set,16
visualize,14
metrics,9
elk,2
stack,2
elasticsearch,1
logstash,1
kibana,2
scalable,1
interactive,1
visualizations,1
retention,7
standard,3
isms,4
systematic,1
approach,4
national,1
institute,1
framework,5
resilience,1
csf,8
adopt,1
assign,2
corporate,1
tasks,5
dashboard,1
score,1
mapping,2
ready,5
progress,1
towards,1
goals,1
tracks,1
changes,5
relationships,1
history,3
automates,1
evidence,4
organizes,1
simplify,1
prebuilt,1
streamline,2
collected,1
map,1
administrative,1
admin,1
whitepapers,1
demonstrate,1
proactively,1
searching,1
hunts,1
having,1
defined,1
plan,4
impact,3
correlate,3
plans,5
outline,3
steps,4
taken,1
breach,1
containment,1
eradication,1
recovery,1
lessons,1
learned,1
tabletop,1
team,2
members,1
familiar,1
providing,3
performance,3
resilient,2
coordinate,1
structured,3
handling,1
minimizing,1
playbooks,2
automation,3
conducted,1
internally,1
externally,1
experts,1
metasploit,3
target,2
validate,1
payload,1
post,3
exploitation,4
crawling,1
exploiting,1
extensibility,1
plugins,1
match,1
environment,3
methodologies,2
project,1
focusing,1
outlines,2
thorough,2
ptes,3
execution,1
covering,1
pre,1
engagement,1
interactions,1
gathering,2
reconnaissance,1
points,3
obtain,6
acceptable,3
report,3
discovered,3
do,1
awss,4
troubleshoot,2
requires,4
viewer,3
viewing,1
errors,1
more,3
categories,1
views,2
entries,1
forwarding,2
send,2
telemetry,2
diagnostic,2
part,2
queries,2
organize,2
alarms,2
api,2
calls,2
correlates,2
store,3
syslog,6
messages,1
way,1
processes,2
formats,1
file,1
sizes,1
forward,2
aidriven,2
leverages,1
artificial,1
making,1
efficient,1
here,3
some,2
ai,13
vast,1
amounts,1
may,2
indicate,1
predictive,2
capability,2
anticipating,1
preventing,2
automating,1
affected,1
teams,1
reduces,2
limits,2
damage,2
caused,1
routine,1
improves,1
efficiency,1
complex,1
adaptive,2
learn,1
ability,1
evolve,1
changing,1
landscape,2
cis,11
benchmarks,8
configured,1
according,1
minimize,1
align,3
driven,4
assets,1
leveraging,1
improvement,2
adapt,2
sox,8
financial,3
trails,2
criteria,4
zero,2
trust,3
architecture,2
zta,1
assumes,1
no,1
implicit,1
verification,7
attempting,1
benefits,1
granted,1
minimum,1
compromised,2
request,1
verified,1
regardless,1
location,1
micro,3
divided,1
zones,1
lateral,2
movement,2
legitimate,1
per,3
isolate,1
segregation,2
duties,2
fraud,1
quantum,12
resistant,8
cryptographic,7
withstand,1
computers,2
important,1
cryptography,1
classical,1
replace,1
lattices,1
hash,1
functions,1
announced,1
mathematical,1
structures,1
considered,1
computing,2
long,2
term,2
needs,1
remain,1
decades,1
migration,2
advised,1
start,1
transition,1
roadmap,1
proper,1
consider,1
addressing,1
keep,1
technologies,1
evolving,1
staying,1
importance,1
conscious,1
culture,1
sessions,1
reducing,1
swift,1
establishing,1
drills,1
strengthen,1
readiness,2
