Word,Count
etcshells,4
valid,1
choose,1
eg,5
fish,1
changed,3
left,1
preform,1
logologon,1
cycle,1
enjoy,1
wish,1
dierent,5
administrative,1
privileges,4
youll,3
assuming,1
addition,2
variable,1
points,1
expect,1
sets,1
listshells,1
listed,1
customizing,1
becomes,2
too,1
customized,2
pretty,1
elegant,1
forms,2
prompts,1
looks,2
brucegotham,1
psw,1
psh,1
gotham,1
psu,1
bruce,1
pst,1
hour,2
pm,1
psdude,1
dude,1
way,4
ctrlk,1
cutkill,1
ctrly,1
yankpaste,1
ctrla,1
take,5
start,11
ctrle,1
ctrld,1
afterat,1
ctrll,1
screenterminal,1
ctrlu,1
ctrlc,1
interruptstop,1
jobprocess,1
ctrlr,1
reverse,2
bashhistory,2
commandsevents,1
having,2
tired,1
best,2
does,2
bashaliases,1
general,3
syntax,4
commandalias,2
actualcommand,2
where,6
renaming,1
installsudo,1
aptget,12
maps,1
actual,2
looking,3
mykeypem,5
strange,1
randommykeyfidwpem,1
youre,2
mykey,2
pem,2
parts,1
combine,1
pieces,1
enabled,3
fast,1
ecient,2
periodically,1
scans,2
caches,1
locations,1
data,8
collection,2
cannot,9
tell,1
updatedb,1
initiate,1
scan,3
cached,2
fall,1
roughly,1
lesystems,2
each,8
question,2
rather,1
than,4
obviously,1
slower,1
realtime,1
much,2
nd,6
capabilities,2
beyond,1
scope,1
required,2
consuming,2
especially,1
df,5
realized,1
low,2
du,14
summarizes,1
summarize,1
argument,1
humanreadable,1
summarizing,1
usages,1
documents,3
downloads,3
music,3
pictures,3
templates,4
videos,4
atom,1
bashlogout,1
bashrc,2
cache,7
config,1
dbus,1
dmrc,1
gconf,1
gem,1
gimp,1
gnome,1
iceauthority,1
nano,1
nv,1
pki,1
sudoasadminsuccessful,1
xauthority,1
xsessionerrors,1
xsessionerrorsold,1
thirdly,1
sch,2
importantly,1
properly,3
life,1
saving,1
action,1
applicationservice,1
wildly,1
ridiculously,1
level,5
availability,1
mail,2
reason,1
spam,1
attack,1
diagnose,1
volumeiconicns,1
volumeiconpng,1
bin,4
boot,10
cdrom,1
dev,8
initrdimg,1
lib,7
lostfound,1
media,1
mnt,1
opt,1
proctaskfd,1
proctaskfdinfo,1
procfd,1
procfdinfo,1
proc,4
runusergvfs,1
denied,1
sbin,3
srv,1
sys,3
tmp,1
usr,9
var,3
vmlinuz,1
lastly,1
threshold,2
ignore,2
small,2
gb,2
located,3
farthermost,1
branch,1
ch,1
usrlib,1
usrshare,1
partitionsdrives,1
servercomputer,1
rootmail,2
filesystem,2
avail,2
mounted,4
devmappervolgrouplvroot,1
tmpfs,3
devshm,2
devsda,5
partition,3
complex,1
covers,2
mountpoints,1
devmappervgroot,1
devmappervgvar,1
devtmpfs,1
devmd,1
kuexamplecom,1
mnttest,2
varngxpagespeedcache,2
thats,3
along,1
additional,3
got,1
external,1
mount,7
ramdisktmpfs,1
fetch,1
main,3
family,4
stat,1
extremely,1
processors,1
mpstat,2
visibility,1
amount,2
remaining,2
ram,1
statistic,1
vmstat,2
real,5
utilise,1
iostat,3
kx,1
happening,1
netstat,4
ntlp,1
tcp,1
sockets,4
nulp,1
udp,1
nxlp,1
trac,1
iftop,2
optional,1
across,1
dstat,1
tool,7
versatile,1
replacement,2
ifstat,1
easy,1
opmode,1
bit,2
byte,2
endian,1
cpus,1
online,1
threads,2
cores,5
numa,2
vendor,2
genuineintel,3
model,5
stepping,3
mhz,3
bogomips,3
virtualization,1
vtx,1
li,1
computer,2
width,2
bits,7
vsyscall,1
motherboard,1
physical,7
mib,1
product,1
intel,2
pentium,1
ghz,5
corp,1
bus,2
capacity,1
detailed,4
report,1
exact,1
rmware,1
mainboard,1
speed,5
html,1
myhardwarehtml,1
xml,1
myhardwarexml,1
pci,1
lspci,1
tv,2
usb,1
lsusb,1
bios,1
dmidecode,1
sda,3
hdparm,2
utilitiescommands,1
gather,3
extra,1
smartctl,1
poweronhours,1
powered,1
tt,1
badblocks,1
unreadable,1
blocks,1
proccpuinfo,2
sample,3
vendorid,2
intelr,2
coretm,2
quad,2
kb,4
siblings,2
apicid,4
initial,2
fpu,4
yes,10
fpuexception,2
cpuid,2
wp,2
flags,2
vme,2
de,3
pse,4
tsc,2
msr,2
pae,2
mce,2
cx,4
apic,2
sep,2
mtrr,2
pge,2
mca,2
cmov,2
pat,2
clflush,4
dts,2
acpi,2
mmx,2
fxsr,2
sse,4
ss,3
ht,2
tm,4
pbe,2
syscall,2
nx,2
lm,2
constanttsc,2
archperfmon,2
pebs,2
bts,2
repgood,2
pni,2
dtes,2
monitor,3
dscpl,2
vmx,2
est,2
ssse,2
xtpr,2
pdcm,2
lahflm,2
tprshadow,2
vnmi,2
flexpriority,2
cachealignment,2
address,16
virtual,4
power,2
count,2
overall,1
ways,2
host,10
static,6
widely,2
numbers,1
pids,1
pidargs,1
forest,1
pcpucpu,1
nicestatecputimeargs,1
sort,5
pcpu,1
sed,3
mem,1
orssargs,1
kn,1
pr,1
twcolumns,1
particular,2
refoxbin,1
firefoxbin,1
pidtidpcpustate,1
nding,1
lsof,3
paths,1
interactive,2
commonly,2
dynamic,1
mostly,1
huge,1
lter,1
represent,1
comparison,1
still,1
advance,1
considered,1
htop,1
atop,2
ability,1
activities,1
activity,1
specialised,1
iotop,2
color,1
colored,1
alwaysneverauto,1
char,1
enteries,1
inode,1
index,1
la,1
extension,3
passed,1
starts,1
userubuntu,4
games,2
lesfolders,1
dierentiate,2
links,4
classify,1
bashprofilecourse,1
chatapps,1
foxitsoftware,1
clionprojects,1
ide,1
ending,1
distinguish,1
suggest,3
executables,1
dave,2
dec,6
ztxt,1
adirectory,1
afile,2
lrwxrwxrwx,1
alink,1
anewerfile,1
rwr,1
bigzip,1
entry,1
ledirectory,1
alphabetical,1
upper,1
lower,1
followed,1
hard,2
eld,2
bytes,3
displayed,2
friendly,1
form,1
follows,3
usually,2
modication,1
nal,1
target,3
verbose,2
verbosely,1
processed,1
autocompress,1
sux,1
determine,1
bzip,3
filter,3
xz,3
lzma,1
gzip,3
simple,5
cf,2
myarchivetar,2
myfolder,8
added,3
cvf,1
archiving,1
compressed,2
czf,1
myarchivetargz,1
cjf,2
myarchivetarbz,1
myarchivetarxz,1
location,10
xf,4
archivenametar,3
specc,1
extracting,1
tf,1
archivetargz,2
folderinarchive,4
anotherfolder,2
tvf,1
archivetar,3
targz,1
anymore,1
tzvf,1
during,1
extraction,2
myfoldersub,2
sub,5
stripcomponents,3
statusall,3
state,1
controlled,1
indicates,2
stopped,1
servicename,14
managed,2
upstart,3
initctl,1
provided,1
marked,1
ref,1
httpsaskubuntucomquestionshowtoreadservicestatusallresults,1
systemctl,30
failed,2
targets,1
runlevels,1
sysv,1
getdefault,1
setdefault,1
targetname,1
runtime,1
restart,6
reload,2
request,1
autostart,1
isenabled,1
whether,2
isactive,1
activerunning,1
enable,7
masking,1
mask,4
mistake,1
unmask,2
restarting,1
daemonreload,1
rhelcentos,5
sshd,3
recent,1
errors,5
further,1
journalctl,6
xe,1
load,2
jumping,1
follow,4
messages,2
logs,4
ag,3
handy,1
priority,1
warnings,2
since,4
putting,1
err,1
yesterday,2
items,1
error,1
journal,1
causes,1
continue,1
gets,2
appended,1
varlogmessages,2
privileged,1
sensitive,1
varlogsecure,1
good,1
auditd,1
auditing,1
daemon,3
stored,2
varlogaudit,1
varlog,1
systemv,2
style,2
init,2
scripts,2
dnsmasq,2
parameter,1
usernamethe,1
capital,1
letters,1
dots,1
dash,1
must,12
colons,1
useradd,1
userdel,2
numerical,2
ids,2
apache,11
mysql,7
php,18
consists,1
development,2
http,2
relational,1
database,2
rdbms,1
db,1
base,1
language,2
side,2
technologies,1
solution,1
area,1
windows,2
wamp,1
necessary,5
step,3
syu,2
phpapache,1
mariadb,5
etchttpdconfhttpdconf,2
serveradmin,1
examplecom,1
serverroot,1
etchttpd,3
execution,1
ox,1
allowoverride,1
none,1
htaccess,1
publichtml,3
httplocalhostyourusername,1
unremark,1
conf,3
extrahttpduserdirconf,1
homeusername,2
comment,3
ssl,1
loadmodule,5
sslmodule,1
modsslso,1
domains,3
uncomment,3
extrahttpdvhostsconf,1
etchttpdconfextrahttpdvhostsconf,1
plus,1
etchosts,3
those,1
virtuals,1
etchttpdconfextrahttpddefaultconf,1
serversignature,1
servertoken,1
prod,1
hiding,1
critical,1
mpmeventmodule,1
modmpmeventso,1
mpmpreforkmodule,1
modmpmpreforkso,1
item,2
phpmodule,1
libphpso,1
extraphpmoduleconf,1
etcphpphpini,1
mysqliso,1
pdomysqlso,1
timezone,1
datetimezone,1
america,1
argentina,1
buenosaires,1
datedefaultlatitude,1
datedefaultlongitude,1
mysqlinstalldb,1
usermysql,1
basedir,1
datadir,1
varlibmysql,1
mysqld,2
usrbinmysqlsecureinstallation,1
ready,1
mysqlserver,1
libapachemodphp,1
installation,5
nnyour,1
finennn,1
first,3
httpd,4
once,3
startup,2
point,2
browser,2
httplocalhost,1
second,4
mariadbserver,1
mysqlsecureinstallation,1
script,1
databases,1
phpcommon,1
apaches,1
indexphp,1
httplocalhostindexphp,1
ensure,3
sure,3
correctly,2
receive,1
built,2
nov,1
youve,1
restarted,1
overwrite,1
ignoreinterrupts,1
interrupt,2
signals,1
standard,5
input,3
tsplitter,1
plumbing,1
splits,1
water,1
directions,1
shaped,1
copies,3
eect,2
duplicates,1
routing,10
writes,2
store,1
redirect,1
crontab,4
entries,2
crontabbackuptxt,2
substituion,1
substitution,1
cron,1
job,1
soldnew,1
overwrites,1
shown,1
remotely,1
client,5
encrypted,1
alternative,1
telnet,1
achieve,1
unencrypted,1
connect,7
serveraddress,1
listening,1
existing,2
ipdomain,1
pretend,1
making,1
website,1
chose,2
webserverscom,2
custom,1
account,2
chosen,1
usrwebserverscom,2
simply,1
accessible,2
proxyjump,1
desired,2
let,1
accounts,1
course,1
introduced,1
accepting,1
require,1
cong,1
though,1
etcsshsshdconfig,1
values,1
commented,1
removed,3
recommendations,1
normaly,1
greater,1
digits,1
passwordauthentication,1
allowusers,1
preferable,1
logins,1
improved,1
security,3
explained,1
yet,1
topic,2
composed,1
idrsa,2
idrsapub,2
sshauthorizedkeys,2
usersshserver,2
placed,1
sshkeygen,2
rsa,3
dsa,1
myemail,1
emailcom,1
sshidrsa,1
sshidrsapub,1
visit,1
manopenbsdorg,1
insure,1
clients,1
via,6
sshdservice,3
etcinitdssh,1
killall,1
securely,1
lename,1
sucient,1
included,1
remoteusersomeserverorgpathtole,1
cwd,1
localfiletxt,1
homefriendshare,1
rockyarenanet,1
homerockygamedatatxt,1
marsuniverseorg,1
beaconlightbitmapconf,1
jupiter,1
universeorg,1
beaconnight,1
project,1
workspace,1
userremotehostcom,1
remotepathtofoobarmd,1
localdest,1
foobarmd,2
remotehostcom,2
remotedest,2
sophisticated,1
allows,1
signing,1
encrypting,1
commandline,1
authentication,1
improves,1
signicantly,1
sections,1
describe,1
maintain,1
publicprivate,1
keypair,1
freely,1
export,4
armor,1
emailaddress,2
publickeyasc,1
email,1
associated,2
alternately,1
upload,1
keysgnupgnet,1
listkeys,2
digit,1
string,3
issue,2
sendkeys,2
primaryid,2
uploaded,1
publicly,1
haveged,2
random,1
genkey,1
pub,1
nnnnnnnn,2
uid,1
nameexamplecom,1
xxxxxxxx,1
publish,1
keyserver,1
pgpmitedu,1
plan,1
revoke,1
httpswwwhackdiarycomrevokingagpgkey,1
tcpip,1
networking,1
administration,1
basics,1
support,1
devices,3
device,2
numbered,1
begin,1
zero,1
upwards,1
nics,1
labeled,1
eth,22
hosts,3
resolved,1
locallynot,1
yournodenameyourdomaincom,1
localhostlocaldomain,1
localhost,1
xxxxxxxxxxxx,2
rfc,1
etcresolvconf,2
nameserver,2
secondary,1
internal,3
validate,1
resolve,1
dig,2
googlecom,1
yourdnsservercom,1
route,25
resolves,1
resolving,1
faster,1
adddelete,2
del,4
xxxx,5
single,4
identied,2
net,4
gw,2
gateway,5
netmask,4
cidr,1
replacechange,1
flush,1
tables,1
restore,2
stdin,1
getthis,1
exactly,1
sees,1
adds,1
addresses,2
tie,1
identier,2
systemwide,2
iprem,1
blank,1
spaces,1
explanation,1
instance,1
suppose,1
ping,3
yout,1
refer,1
remotepc,3
ifcong,1
interfaces,3
ifconfig,7
encapethernet,1
hwaddr,1
inet,4
addrxxxx,1
bcastxxxx,1
maskxxxx,1
addr,3
xxxxxxxxxxxxxxxxxxx,1
scopelink,1
broadcast,1
multicast,1
mtu,1
metric,1
packets,2
dropped,2
overruns,2
frame,3
tx,2
carrier,1
collisions,1
txqueuelen,1
mb,2
memoryfbefb,1
ethtool,3
query,1
driver,1
settings,2
supported,3
ports,1
tp,1
modes,2
basethalf,4
basetfull,6
supports,2
autonegotiation,3
advertised,3
mbs,1
duplex,1
twisted,1
phyad,1
transceiver,1
mdix,1
auto,3
wakeon,2
pumbg,1
drv,1
probe,1
detected,1
policy,1
tunnels,1
macsec,1
objects,1
wan,2
brd,1
obtained,1
dhcp,5
assignment,1
connected,1
dhclient,2
etcnetworkinterfaces,3
brought,1
obtain,1
iface,2
congurationpermanent,1
statically,1
settingspermanent,1
dnsnameservers,2
persist,1
even,1
reboot,1
congurationtemporary,1
ipaddress,1
mc,2
includes,1
descripton,1
functionalities,1
tips,1
potential,1
actions,2
triggered,2
keyboard,1
opens,2
menu,3
selected,8
panel,3
moves,2
deletes,2
focuses,2
exits,2
browse,1
invoked,1
standalone,1
executing,1
mcedit,1
saves,1
marks,2
selection,2
direction,1
select,1
hit,1
brings,2
searchreplace,1
dialog,2
copypaste,1
cutpaste,1
operation,2
apparent,1
children,1
outside,1
environmental,1
environmentsuch,1
live,1
architectures,1
loaded,1
modprobe,1
met,1
temporary,2
api,1
ofnewroot,3
rbind,3
optionally,2
internet,1
resolvconf,1
locationofnewroot,1
specifying,1
chrooting,1
etcprofile,1
unique,1
pschroot,1
nished,1
unmount,1
umount,1
done,2
performing,2
maintenance,1
booting,1
logging,1
longer,1
possible,1
reinstalling,1
bootloader,1
rebuilding,1
initramfs,1
image,2
upgrading,1
downgrading,1
resetting,1
forgotten,1
building,1
clean,2
advanced,1
aptly,1
handle,2
slackware,1
retrieves,1
packagesgz,1
upgrade,6
newest,2
retrieved,4
upgraded,2
circumstances,1
distupgrade,3
intelligently,1
handles,1
dependencies,3
attempt,3
expense,1
databse,1
programname,1
yellowdog,1
updater,1
vestiges,1
yellow,1
dog,1
packaged,1
rpms,1
repositories,2
criteria,1
repository,3
nds,1
querystring,1
locating,1
prerequisite,1
well,1
prerequisites,1
replaced,1
obsoleted,1
unlike,1
automatically,1
updates,1
metadata,2
forced,1
retrieve,2
requested,1
performed,1
warning,1
least,1
git,4
stay,1
sync,1
instructions,1
guide,1
build,5
fakeroot,1
debianrules,1
download,3
rebuild,1
patches,1
builddep,1
linuximage,1
play,1
around,1
ubuntupatched,1
kernelorg,1
tarxz,1
ncurses,1
menuconfig,1
highlight,1
save,1
jem,1
compile,1
parallel,1
advantage,1
archarchbootbzimage,1
equal,1
thank,1
greatly,1
helped,1
sent,1
published,1
heotk,1
aaron,1
skomra,1
ajay,1
sangale,1
anagh,1
hegde,1
ani,1
menon,1
arden,1
shackelford,1
armali,1
baard,1
kopperud,1
brightone,1
cwholeman,1
ii,1
caped,1
colelemonz,1
ctafur,1
davem,1
depperm,1
edan,1
embedded,1
emmanuel,1
mathi,1
esmaeele,1
fdeslaur,1
federico,1
ponzi,1
filipe,1
flamewires,1
fop,1
foxtrot,1
geek,1
jarryd,1
jensd,1
kerdam,1
kiran,1
vemuri,1
kuldeep,1
mishra,1
lo,1
lopold,1
hertz,1
lardenn,1
leeor,1
likewhoa,1
manav,1
manuel,1
marsso,1
mateusz,1
piotrowski,1
mattdm,1
mertyildiran,1
mike,1
mohammad,1
nathan,1
osman,1
naveen,1
chakravarthy,1
nikhil,1
raj,1
oznek,1
paradox,1
parkydr,1
philip,1
kirkbride,1
quaker,1
rajesh,1
rengaraj,1
riley,1
guerin,1
rubio,1
srohit,1
sava,1
sergey,1
stolyarov,1
sudip,1
bhandari,1
teddy,1
tejus,1
prasad,1
tianshuo,1
todd,1
vishram,1
yrvk,1
zumo,1
vidrio,1
zyio,1
