Word,Count
correlation,1
detailed,2
triaging,1
advanced,2
analytics,1
heuristic,1
etc,6
scan,1
evasion,2
exploitation,3
published,1
vulnerabiliti,1
es,1
mentioned,5
there,8
no,3
one,4
right,1
wrong,1
choose,2
based,5
needs,2
greater,1
enterprise,4
situation,1
audience,1
seek,2
some,9
pitfalls,1
hinder,1
diminish,1
effectiveness,1
problems,1
include,20
misdirected,1
unbalanced,1
cases,1
where,4
ill,2
defined,4
non,2
existent,1
irrelevant,1
similarly,1
attention,1
overly,1
occupied,1
flavour,1
day,1
prevalent,1
news,1
neglect,1
scenarios,2
although,3
current,1
pose,1
realistic,1
subsequent,1
attacks,9
occur,1
starting,1
reconnaissance,4
followed,1
intermediate,1
hops,1
ending,1
crucial,2
consider,2
stage,3
only,4
address,2
initia,1
l,3
enable,1
defence,3
depth,1
multi,2
layered,3
taking,2
once,8
done,5
should,23
treated,1
living,1
bearing,1
mind,2
its,5
shelf,1
life,1
ever,1
evolving,2
new,2
vulnerabilities,3
discovered,2
important,3
refresh,1
constantly,2
especially,1
whenever,1
material,1
changes,1
useful,6
when,3
conducted,2
contrary,1
ineffective,1
result,3
poor,1
prioritisation,1
being,5
prepared,1
fo,1
hence,3
good,2
practices,1
section,4
above,4
provides,4
supplem,1
ents,1
providing,3
augments,1
generating,1
contextualised,1
described,1
sequence,13
activities,1
attacker,23
take,1
more,5
rigorous,1
resulting,1
targeted,1
addresses,1
two,2
previous,3
addition,3
since,1
inuous,1
cycle,1
regularly,2
updated,1
addressing,1
third,1
misstep,1
how,17
fits,1
proposed,2
guide,5
comprises,1
broadly,2
gathering,1
demarcating,1
perimeter,5
boundary,9
drawing,1
dividing,1
trust,13
vectors,7
listing,1
mapping,1
describing,1
finally,5
end,3
walk,3
through,18
bring,1
establish,2
architecture,4
examine,2
perimeters,1
interfaces,1
characterise,1
surface,1
task,9
gather,3
pertaining,1
dependences,1
referring,1
operations,2
manual,1
software,2
design,2
sdd,1
specification,1
related,2
documentation,1
interview,1
custodian,1
administrator,5
database,22
get,1
input,1
demarcate,2
existing,3
network,11
diagrams,1
drawings,1
determine,3
guiding,1
principles,2
what,2
component,8
deployed,1
behind,1
diodes,1
demilitarised,2
zones,2
dmzs,1
support,3
functioning,1
running,1
point,3
time,3
servers,4
databases,1
client,4
workstations,2
hosts,1
switches,1
routers,2
firewalls,1
detection,2
ids,2
prevention,1
ips,1
cii,1
breaking,1
down,1
refer,2
entities,1
processes,5
stores,2
seen,1
understanding,4
among,1
construct,1
flow,5
diagram,3
dfd,13
dfds,2
help,1
gain,7
better,1
insights,2
giving,1
visual,1
representation,1
t,6
hat,1
shows,2
nuts,1
bolts,1
work,1
aim,1
moves,2
consists,4
tasks,2
follow,1
prone,1
ie,2
interested,1
categorised,1
functions,3
essential,1
mission,1
special,1
interest,2
after,4
types,3
transactional,1
locate,1
reside,1
draw,5
denoting,1
shown,4
elow,1
legend,1
have,14
identified,3
map,3
communicate,2
another,4
access,14
completed,1
able,8
visualize,1
divide,2
respective,1
limits,1
required,1
levels,3
authorisation,4
granted,1
subjects,3
words,1
represent,1
change,1
intersections,1
surfaces,1
traverse,3
secure,1
unsecure,1
dashed,1
lines,1
denote,2
oundaries,1
builds,1
gained,1
brainstorming,2
documenting,1
possible,7
stride,15
lm,16
nist,3
sp,2
appendix,1
d,5
e,5
sources,6
web,18
applications,4
owasp,3
automated,4
handbook,2
source,2
sharing,1
centres,1
isacs,2
places,1
obtain,2
your,2
sector,1
complemented,1
holistic,2
picture,1
points,1
look,2
ing,1
next,3
rely,1
either,2
open,1
paid,1
knowledge,3
latest,2
learn,2
attackers,8
subscribing,1
multiple,2
sour,1
ces,1
broadens,1
clear,1
about,3
collect,1
specific,5
counterproductive,1
too,1
many,1
leading,2
fatigue,1
teams,2
examining,1
h,2
characteristics,1
timely,2
received,1
outdated,1
useless,1
priorities,1
compared,1
financial,3
institutions,1
actionable,2
correct,1
group,2
react,1
appropriate,1
tactical,2
strategical,1
paths,1
exploit,3
penetrate,1
bypass,3
defences,1
individual,2
enumerated,4
previously,2
generated,2
studies,1
nd,1
modus,1
operandi,1
list,3
act,1
steal,5
all,7
ttps,1
categorise,2
cards,4
octave,3
p,3
rovide,1
elaboration,1
suits,1
was,2
chosen,1
deemed,1
simple,1
derived,3
exerc,1
ise,1
highlight,1
implement,1
details,1
found,3
portal,1
httpsowasporgwww,1
project,1
toweb,1
numerous,1
global,1
fs,1
isac,2
services,2
healthcare,1
otisac,1
operational,1
technology,6
kohnfelder,2
garg,2
developed,2
mnemonic,3
spoofing,8
tampering,6
repudiation,7
disclosure,6
denial,4
escalation,2
privilege,11
muckin,3
fitch,3
further,2
add,2
he,21
lateral,7
movement,7
captures,1
categories,5
property,2
definitions,1
s,2
authentication,6
impersonating,2
someone,2
something,5
integrity,3
modifying,1
code,5
nonrepudiation,1
claiming,2
performed,1
action,3
i,1
confidentiality,3
exposing,1
unauthorized,1
roles,1
availability,3
deny,1
degrade,1
elevation,5
authorization,2
least,3
capabilities,1
without,3
segmentation,2
expand,2
influence,1
dependent,1
pretending,1
else,1
compromises,3
authenticity,1
legitimate,2
machine,2
creating,1
fake,1
file,3
exa,1
mples,1
having,1
strong,3
mechanisms,3
modify,1
altering,1
memory,2
space,1
configuration,2
communication,2
encryption,2
checks,3
happened,1
associated,1
whether,1
authorised,2
unauthorised,3
denying,1
parties,1
prove,1
otherwise,1
perceived,1
perf,1
ormed,1
activity,2
even,5
if,8
did,1
claims,1
innocent,1
despite,1
fraudulent,1
logging,2
digital,1
signatures,1
allowing,2
people,1
see,4
usually,3
breaches,1
mostly,1
affects,1
files,3
happen,1
side,1
channels,1
ike,1
networks,1
storage,2
transit,1
dos,4
disabling,1
degrading,1
much,1
cannot,1
normally,1
carry,1
abnormally,1
consuming,1
processing,1
power,1
checking,1
traffic,1
putting,1
place,2
redundancy,1
gaining,1
exceeds,1
subject,1
ways,2
elevate,2
privileges,6
corrupting,1
perform,1
she,1
prohibited,1
ca,1
n,2
elevated,1
applying,1
need,2
know,2
privileged,2
account,4
protection,1
eventual,1
goal,1
reaching,1
inflict,1
damage,1
exfiltration,3
parts,1
firewall,2
rules,1
stridelm,1
aid,1
accurately,1
categorising,1
emphasis,1
thought,2
brainstorm,1
could,3
spoof,1
endpoint,1
tamper,3
logs,2
certain,1
m,5
ay,1
overlap,1
baseline,1
however,2
additional,2
complement,2
inventory,2
overlooked,1
anything,1
layer,2
assurance,1
easy,1
visualisation,1
location,1
incorporated,1
link,1
describes,2
mitigation,1
needed,2
defend,4
syste,1
implementation,1
mitre,6
attck,12
lockheed,4
martin,4
achieve,5
malicious,5
intent,1
same,3
allows,1
understand,1
conditions,1
requi,1
successful,1
strategies,1
apply,2
prevent,1
interrupt,2
going,2
minimise,1
adversarial,1
corporation,1
publicly,1
accessible,1
base,2
foundation,1
development,2
methodologies,1
comprehensive,1
matrix,3
tactic,2
strategy,2
effectively,2
why,1
listed,1
id,1
name,1
describtion,1
ta,23
initial,1
enter,1
execution,1
run,2
persistence,2
maintain,1
higher,1
permissions,1
detected,1
credential,3
names,1
passwords,1
discovery,2
collection,1
command,3
compromised,2
manipulate,1
destroy,1
contains,1
array,1
writing,1
static,1
updates,1
researchers,1
customise,1
matrices,3
echnology,1
operation,1
ot,1
respectively,1
httpsattackmitreorgmatrices,1
military,1
offensive,1
presented,1
series,1
likely,2
complete,2
objective,8
wi,1
th,2
weaponisation,2
delivery,2
installation,2
spread,1
phases,2
precompromise,1
chai,1
elaborated,1
research,1
selection,1
targets,3
pairing,1
malware,1
containing,1
exploits,2
deliverable,1
payload,1
adobe,1
pdf,1
microsoft,3
transmitting,1
weapon,2
via,3
email,2
attachments,1
websites,1
usb,1
drives,1
delivered,1
weapons,1
triggered,1
exploiting,1
vulnerable,1
install,1
backdoor,1
persistent,2
call,1
backs,1
remote,1
shell,1
works,1
reach,1
destruction,1
disruption,1
observed,1
populate,2
explained,1
now,1
introduced,2
concepts,1
tools,1
visio,1
tool,1
enumerate,1
importantly,1
jewel,4
star,2
holds,1
ase,1
workstation,1
server,13
f,1
g,2
between,3
our,3
starts,1
initiating,1
http,2
request,2
listens,1
responds,1
reply,1
bidirectional,1
arrow,1
communicates,2
router,1
turn,1
api,2
calls,1
sends,1
sql,8
queries,5
roviding,1
separate,1
domains,1
rights,4
assignments,1
internet,3
far,1
less,1
than,1
residing,1
corporate,2
app,2
lication,1
zone,1
dmz,2
completing,1
specifically,1
backend,1
compromising,1
dive,1
deep,1
er,1
firstly,2
insider,1
harvest,1
credentials,3
capture,2
tokens,1
hijack,1
session,1
keys,1
man,1
inthe,1
middle,1
squatting,1
stuffs,1
injects,1
codes,1
restful,1
headers,2
parameters,1
masquerade,1
make,1
exfiltrate,1
initially,1
usin,1
injection,4
truefalse,1
testing,1
error,1
response,2
aggregation,2
records,1
commands,1
insert,1
delete,1
drop,1
inject,1
sensitive,1
flooding,1
requests,1
upstream,1
case,1
stolen,1
trusted,2
chance,1
still,1
exhaustive,1
repeat,1
final,2
product,1
plotted,1
format,1
samples,1
entry,3
perpetrators,1
apt,2
criminals,2
insiders,1
order,1
takes,1
ict,3
cross,3
site,3
scripting,3
login,1
perhaps,1
booted,1
operates,1
evade,1
dumping,1
host,1
enumeration,1
move,1
pivot,1
towards,2
last,1
hop,1
bulk,1
tables,1
adopting,1
desired,1
disclosed,1
sold,1
detrimental,1
effect,1
reputation,1
loss,1
regulatory,1
penalties,1
enters,1
phase,1
bout,1
operating,1
hosting,1
find,1
knows,1
craft,1
injecting,1
script,1
execute,1
steals,1
similar,1
indicates,1
impacted,1
sn,1
vuln,1
broken,2
query,1
xss,1
insecure,1
coding,1
stuffing,1
extract,1
bodeau,1
dj,1
mccollum,1
homeland,1
engineering,2
institute,5
survey,1
representative,1
products,1
morana,1
ucedavelez,1
simulation,2
driven,1
standard,2
httpscsrcnistgovpublicationsdetailsp,2
rev,1
draft,1
shostack,1
designing,1
shevcenko,1
nataliya,1
sei,1
available,2
httpsinsightsseicmuedublogthreat,1
modeling,1
operationally,1
evaluation,1
resourcesseicmuedulibraryasset,1
strategic,1
planning,1
scoring,2
cvss,2
cvssspecificationdocument,1
maintained,1
forum,1
incident,1
stimulation,1
pasta,2
processattacksimulationthreatanalysispdf,1
aimed,1
viable,1
patterns,1
securitycardscswashingtonedu,1
toolkit,1
encourages,1
creative,1
thinking,1
deck,1
dimensions,1
suites,1
facilitate,1
trees,2
bruce,1
schneier,1
tree,1
conceptual,1
attacked,1
analyse,1
top,1
root,3
node,4
defining,1
ultimate,2
administrative,1
leaf,2
nodes,2
describe,1
achieving,1
becomes,1
subsidiary,1
child,1
feedback,2
questions,1
submitted,1
ciifeedback,1
csbgovbn,1
