Word,Count
creating,47
lists,40
scratch,6
standard,81
basics,29
array,430
attributes,27
single,88
elements,57
slicing,46
subarrays,18
reshaping,9
concatenation,28
splitting,12
computation,46
universal,22
slowness,3
loops,31
introducing,30
ufuncs,56
numpys,30
advanced,11
ufunc,19
features,142
learning,316
aggregations,22
min,30
max,30
everything,13
between,162
summing,4
minimum,14
maximum,19
example,440
what,136
average,27
height,23
us,115
presidents,6
broadcasting,45
rules,16
practice,36
iv,1
comparisons,9
masks,19
boolean,65
logic,18
counting,5
rainy,16
days,49
comparison,21
operators,40
as,914
fancy,40
combined,15
selecting,5
random,83
points,191
modifying,10
binning,8
sorting,30
fast,35
npsort,7
npargsort,5
partial,12
sorts,11
partitioning,4
knearest,3
neighbors,19
structured,35
compound,20
recordarrays,2
twist,4
pandas,348
manipulation,74
installing,4
using,319
series,187
object,187
dataframe,190
index,201
selection,50
operating,17
preservation,4
alignment,14
operations,147
handling,23
missing,73
tradeoffs,4
conventions,16
null,26
hierarchical,25
multiply,25
indexed,35
methods,120
multiindex,43
creation,12
v,13
rearranging,4
multiindices,5
combining,31
datasets,72
concat,8
append,13
recall,23
simple,204
pdconcat,13
merge,30
join,43
relational,9
algebra,8
categories,24
joins,26
specification,16
key,71
specifying,26
set,171
arithmetic,32
overlapping,8
column,111
names,41
suffixes,7
keyword,32
aggregation,50
grouping,24
planets,21
groupby,45
split,59
apply,39
combine,30
pivot,25
tables,21
motivating,16
hand,24
syntax,48
birthrate,6
vectorized,29
string,82
recipe,20
database,12
dates,29
times,41
structures,22
frequencies,8
offsets,6
resampling,6
shifting,3
windowing,2
where,108
learn,39
visualizing,33
seattle,16
bicycle,28
counts,33
highperformance,9
eval,24
query,25
expressions,19
pandaseval,6
efficient,49
dataframeeval,11
columnwise,6
dataframequery,4
method,160
performance,23
these,418
further,60
vi,1
visualization,163
matplotlib,255
general,36
tips,9
importing,15
setting,27
styles,30
show,39
no,70
how,144
display,26
y,293
plots,133
saving,5
figures,19
file,42
two,186
interfaces,11
price,16
one,251
line,139
adjusting,6
plot,274
colors,41
axes,93
limits,23
labeling,8
scatter,43
pltplot,26
pltscatter,14
versus,11
note,48
efficiency,7
basic,39
errorbars,9
continuous,23
density,98
contour,28
threedimensional,74
function,242
histograms,32
binnings,12
twodimensional,99
customizing,40
legends,20
choosing,17
legend,49
size,93
multiple,71
colorbars,13
handwritten,26
digits,85
subplots,26
pltaxes,14
pltsubplot,14
grids,7
pltsubplots,54
whole,9
grid,77
go,36
pltgridspec,10
complicated,35
arrangements,2
annotation,14
effect,18
holidays,7
births,46
transforms,9
position,24
arrows,8
ticks,48
major,10
minor,12
hiding,4
labels,160
reducing,5
increasing,6
number,165
vii,1
tick,28
formats,13
summary,22
formatters,5
locators,6
configurations,11
stylesheets,22
customization,12
changing,13
defaults,24
rcparams,7
plotting,70
lines,70
wireframes,4
surface,27
triangulations,3
geographic,25
basemap,41
map,56
projections,32
drawing,15
background,18
maps,16
california,62
cities,9
temperature,14
seaborn,87
marathon,9
finishing,7
graphics,19
libraries,6
machine,215
qualitative,9
examples,96
applications,9
scikitlearn,120
representation,57
scikitlearns,28
estimator,68
api,37
application,28
hyperparameters,32
model,441
validation,76
thinking,7
about,129
best,58
curves,18
search,27
feature,69
engineering,65
viii,1
categorical,8
derived,8
imputation,6
pipelines,7
depth,92
naive,74
bayes,58
classification,118
bayesian,29
gaussian,82
multinomial,12
linear,109
regression,110
basis,52
regularization,21
predicting,6
traffic,12
indepth,63
support,76
vector,79
machines,42
maximizing,5
margin,20
face,38
recognition,13
decision,58
trees,43
forests,36
ensembles,3
estimators,19
forest,19
classifying,6
principal,52
component,36
analysis,49
pca,81
noise,27
filtering,14
eigenfaces,8
manifold,67
hello,16
multidimensional,37
scaling,16
mds,23
nonlinear,28
embeddings,8
fails,8
manifolds,4
locally,10
embedding,35
some,297
thoughts,2
isomap,23
faces,29
structure,40
kmeans,114
clustering,63
ix,10
algorithm,111
expectationmaximization,12
mixture,31
models,92
gmm,61
weaknesses,10
generalizing,4
em,8
estimation,35
generating,4
new,142
kernel,82
kde,41
sphere,3
notsonaive,3
detection,16
pipeline,29
hog,18
action,13
detector,5
caveats,6
improvements,7
x,553
book,62
doing,17
which,392
immediately,10
begs,1
question,27
its,136
surprisingly,4
hard,8
definition,9
nail,1
down,15
espe,3
cially,3
given,56
ubiquitous,3
term,6
has,153
become,19
vocal,1
critics,1
variously,1
dis,17
missed,2
superfluous,1
label,69
after,23
doesnt,11
involve,6
buzzword,1
only,80
exists,4
salt,3
rsums,1
catch,2
eye,14
overzealous,1
tech,3
recruiters,1
my,20
mind,37
critiques,1
miss,5
something,17
important,58
despite,7
hype,1
laden,1
veneer,1
perhaps,35
we,1229
crossdisciplinary,2
skills,10
becoming,2
increasingly,2
many,127
across,28
industry,1
academia,1
piece,21
existing,3
defini,2
tion,58
illustrated,9
drew,3
conways,2
venn,2
diagram,5
his,7
blog,6
september,1
figure,695
p,7
intersection,4
bit,61
tongueincheek,1
captures,1
essence,1
i,195
think,36
people,22
mean,70
they,82
say,20
fundamen,3
tally,1
interdisciplinary,2
comprises,2
three,54
distinct,10
overlap,15
ping,3
areas,9
statistician,1
who,16
knows,3
summarize,3
growing,3
ever,7
larger,19
computer,16
scientist,3
can,943
design,1
algorithms,43
efficiently,14
store,13
process,30
visualize,41
domain,2
expertise,3
might,141
classical,1
training,94
subjectneces,1
sary,1
both,68
formulate,1
right,41
questions,17
put,11
their,65
answers,3
context,26
would,105
encourage,4
you,530
knowledge,7
but,267
within,129
current,23
area,55
whether,27
reporting,6
election,1
results,95
forecasting,1
stock,9
returns,21
optimizing,1
ad,18
clicks,1
identifying,5
microorganisms,1
microscope,1
photos,3
seeking,3
classes,13
astronomical,3
field,3
goal,3
give,38
ability,25
ask,12
answer,21
ques,2
tions,29
chosen,6
teaching,1
university,3
washington,5
various,37
techfocused,1
conferences,6
meetups,1
common,75
heard,1
should,53
asking,5
generally,36
technically,6
minded,2
students,1
developers,3
researchers,1
often,91
already,28
strong,3
writ,1
ing,52
computational,7
numerical,21
folks,3
dont,17
want,50
per,37
se,1
language,24
aim,1
tool,23
dataintensive,3
large,51
patchwork,1
videos,3
posts,1
tutorials,14
audience,1
ive,5
long,20
been,40
frustrated,1
lack,5
inspired,4
meant,8
programming,5
gen,2
eral,3
assume,3
reader,4
familiarity,1
defining,7
assigning,5
variables,27
calling,14
flow,1
program,12
tasks,21
instead,40
users,17
pythons,34
stacklibraries,1
toolsto,1
effectively,19
manipulate,5
gain,12
insight,15
why,16
emerged,1
over,49
last,22
couple,15
decades,3
firstclass,2
scientific,11
computing,24
come,19
surprise,1
early,6
proponents,1
itself,30
was,36
specifically,5
designed,17
xii,2
usefulness,3
stems,2
primarily,10
active,7
ecosystem,7
thirdparty,4
packages,19
homogeneous,3
based,46
heterogeneous,5
labeled,26
scipy,15
publicationquality,2
visualizations,16
interactive,31
sharing,4
will,469
mentioned,17
following,107
pages,3
looking,34
guide,3
suggest,14
sister,1
project,25
whirlwind,1
tour,4
short,27
report,4
pro,14
vides,4
aimed,1
scientists,5
familiar,31
languages,9
uses,34
enhancements,2
compatible,7
though,41
released,3
adoption,1
relatively,23
slow,16
particularly,13
devel,1
opment,1
communities,1
because,79
took,5
toolkits,3
made,13
lan,2
guage,1
internals,2
since,5
however,27
stable,2
releases,1
fully,12
so,111
newer,5
vast,5
majority,11
modification,2
cases,17
pyincompatible,1
make,85
every,33
effort,3
explicitly,24
outline,4
each,315
chapter,319
focuses,4
particular,79
package,61
contributes,3
fundamental,30
story,4
provide,22
environment,4
library,28
provides,55
ndarray,4
storage,11
dense,10
labeledcolumnar,1
capabilities,5
flexible,28
range,81
xiii,2
clean,13
implementations,9
established,1
pydata,7
world,21
certainly,11
much,129
five,11
day,61
attempt,6
through,75
references,9
interesting,38
projects,5
pushing,3
boundaries,28
done,37
nevertheless,11
currently,5
fun,3
damental,2
being,24
space,41
expect,26
remain,5
even,80
continues,1
around,29
them,89
supplemental,1
material,7
etc,23
download,9
httpsgithubcomjakevdppythondatasciencehandbook,3
here,289
get,58
job,4
offered,3
programs,5
ou,46
do,137
need,59
mission,2
unless,1
youre,33
reproducing,1
significant,6
portion,9
writing,8
several,73
chunks,2
does,76
require,16
permission,5
selling,1
distributing,1
cdrom,1
answering,3
citing,1
quoting,1
incorporating,1
amount,14
into,172
products,4
appreciate,1
attribution,2
usually,18
includes,19
title,6
isbn,1
feel,8
falls,1
outside,6
fair,3
above,18
free,8
permissionsoreillycom,1
installation,14
considerations,7
suite,2
enable,7
straightforward,29
section,89
keep,20
up,79
there,152
ways,32
install,13
anaconda,8
distribution,53
works,23
similarly,34
windows,8
linux,7
mac,3
os,2
comes,26
flavors,6
miniconda,5
gives,55
interpreter,13
along,64
commandline,5
called,25
conda,10
operates,7
crossplatform,3
manager,2
geared,2
xiv,5
toward,6
similar,61
spirit,3
apt,1
yum,1
additionally,16
bundles,1
preinstalled,1
bundle,1
consume,1
gigabytes,2
disk,1
included,10
installed,13
manually,14
top,26
reason,19
starting,13
started,3
sure,9
choose,31
version,40
then,53
core,5
ipythonnotebook,1
throughout,24
specialized,10
easy,24
typing,15
packagename,1
environments,2
highly,5
recommend,7
refer,40
condas,1
typographical,1
italic,2
indicates,17
terms,10
urls,1
email,3
addresses,2
filenames,1
extensions,5
constant,8
width,24
listings,1
well,307
paragraphs,1
ele,3
ments,4
variable,14
databases,3
statements,8
keywords,11
bold,2
shows,35
typed,13
literally,1
user,27
replaced,6
usersupplied,1
deter,3
mined,2
safari,3
formerly,2
membershipbased,1
reference,28
platform,1
enterprise,1
government,1
educators,1
individuals,2
xv,1
members,4
access,60
thousands,2
paths,1
interac,2
tive,4
curated,1
playlists,1
publishers,1
harvard,1
review,3
prentice,1
hall,1
professional,1
addisonwesley,1
profes,1
sional,4
microsoft,1
press,11
sams,1
que,3
peachpit,1
adobe,4
focal,1
cisco,1
john,11
wiley,1
sons,3
syngress,1
morgan,1
kaufmann,1
ibm,1
redbooks,1
packt,1
ft,1
apress,1
manning,1
riders,7
mcgrawhill,1
jones,7
bartlett,1
course,18
among,20
please,2
visit,11
address,12
comments,1
concerning,1
canada,1
international,1
local,14
fax,1
page,191
errata,1
additional,26
httpbitlypythondatascihandbook,1
comment,1
technical,6
send,1
bookques,1
tionsoreillycom,1
courses,3
news,3
site,2
httpwwworeillycom,1
find,101
facebook,1
httpfacebookcomoreilly,1
follow,13
twitter,1
httptwittercomoreillymedia,1
watch,1
outube,1
httpwwwyoutubecomoreillymedia,1
xvi,1
options,70
development,7
im,8
asked,3
sometimes,37
surprises,1
preferred,3
plus,4
case,86
emacs,3
atom,1
depending,20
mood,1
fernando,4
perez,4
enhanced,4
grown,2
aiming,1
perezs,1
words,14
entire,19
lifecycle,1
research,7
engine,6
task,30
ipy,3
thon,3
control,15
panel,29
useful,161
interface,43
syntactic,1
additions,2
addition,27
closely,4
tied,1
browserbased,4
collabora,1
publication,4
actually,19
special,18
broader,4
encompasses,1
notebooks,7
julia,1
r,39
fulness,1
format,24
look,138
manuscript,1
composed,3
start,91
stepping,4
focusing,5
especially,22
offers,15
next,37
speed,2
finally,37
touch,2
primary,7
means,60
discuss,44
bulk,3
relevant,11
switch,5
convenient,36
few,64
sections,23
state,48
fact,26
before,73
launch,4
like,185
absorbed,1
passively,1
recom,1
mend,1
read,33
experiment,1
musclememory,1
build,19
far,20
act,7
inter,12
preter,2
alternatively,7
youve,7
tribution,2
epd,1
launcher,1
specific,11
system,24
once,46
prompt,16
overview,5
quickref,1
extra,22
ready,5
graphical,4
builds,6
rich,1
dynamic,10
executing,4
allows,45
include,10
formatted,7
static,4
mathematical,6
equations,1
javascript,3
widgets,2
furthermore,2
documents,5
saved,4
way,116
lets,198
execute,6
systems,12
viewed,3
edited,1
browser,4
win,4
dow,2
must,33
connect,1
order,39
known,46
server,2
visible,3
spits,1
log,5
showing,15
notebookapp,4
serving,1
directory,14
usersjakevdp,1
kernels,8
httplocalhost,2
controlc,1
stop,5
shut,1
upon,5
issuing,1
default,88
automatically,36
navigate,2
listed,8
url,2
exact,5
depend,7
window,17
discussed,59
transformative,1
contributions,3
daily,23
workflow,2
technologically,1
person,5
friend,3
family,1
member,3
colleague,1
problem,35
less,40
matter,9
knowing,5
quickly,58
unknown,9
same,74
searchable,1
mailinglist,1
threads,1
stack,25
overflow,4
contain,30
wealth,2
topic,5
found,39
yourself,10
searching,3
effective,12
prac,1
titioner,1
memorizing,1
possible,44
situation,6
informa,4
know,16
another,72
ipythonjupyter,1
shorten,1
gap,2
type,166
searches,5
still,26
play,6
role,1
amazing,1
alone,4
keystrokes,4
call,40
arguments,16
imported,6
namely,3
character,31
explore,54
characters,19
autocompletion,2
built,35
big,6
part,11
docstring,19
concise,1
builtin,53
print,17
documenta,1
len,9
helplen,1
module,29
builtins,2
lenobject,3
return,112
items,10
sequence,17
mapping,18
displayed,6
inline,43
separate,10
popup,1
finding,16
introduces,3
shorthand,10
builtinfunctionormethod,3
form,35
namespace,12
notation,24
anything,8
l,45
linsert,2
insert,5
xbea,1
linsertindex,1
themselves,11
length,21
empty,12
listiterable,1
initialized,1
iterable,1
s,144
importantly,3
create,108
define,15
small,29
def,80
squarea,6
square,21
simply,49
placed,2
literal,2
docstrings,5
convention,17
triplequote,1
multiline,7
strings,20
now,113
mark,17
xcb,2
via,55
habit,1
always,27
adding,20
write,12
easily,24
readable,2
level,29
curious,2
shortcut,8
double,6
underthehood,1
youll,16
notice,64
suffix,7
implemented,29
c,192
compiled,11
extension,9
oull,3
powerful,24
exploration,11
namespaces,2
indicate,13
pressed,1
associated,19
dir,1
tabcompletion,5
easier,7
name,88
fol,4
lowed,1
period,6
ltab,2
lappend,1
lcopy,3
lextend,1
lremove,1
lsort,4
lclear,2
lcount,4
lindex,1
lpop,1
lreverse,1
narrow,5
matching,10
lctab,1
lcotab,1
option,11
pressing,2
complete,11
instantly,1
lcoutab,1
strictly,2
enforced,1
distinction,3
publicexternal,1
privateinternal,1
preceding,24
denote,1
clarity,5
private,1
omitted,6
ladd,1
lgt,1
lreduce,1
lclass,1
lhash,1
lreduceex,1
brevity,5
weve,63
shown,60
doubleunderscore,1
nicknamed,1
dunder,1
imports,18
itertools,4
co,2
import,316
cotab,1
combinations,6
compress,2
combinationswithreplacement,1
count,30
sys,8
tem,3
change,27
session,14
possibilities,9
n,80
crypto,1
pycompile,1
cython,3
distutils,1
pyclbr,1
difflib,1
pwd,11
zmq,1
htab,1
hashlib,1
hmac,1
http,2
heapq,1
html,4
husl,1
did,12
importable,1
wildcard,5
attribute,22
little,13
match,21
middle,9
end,40
word,20
ends,4
warning,4
byteswarning,1
runtimewarning,1
deprecationwarning,1
syntaxwarning,1
futurewarning,1
unicodewarning,1
importwarning,1
userwarning,1
pendingdeprecationwarning,1
resourcewarning,1
matches,7
suppose,7
somewhere,1
strfind,2
strrfind,1
very,178
getting,5
reacquainting,1
myself,1
spend,1
probably,19
cmdc,1
cmdv,1
ctrlc,3
ctrlv,1
copying,3
wide,25
variety,27
tems,1
power,11
tend,18
popular,5
editors,1
vim,1
incredible,2
intricate,1
combina,1
cuts,1
provided,11
dependency,1
gnu,1
readline,1
thus,28
differ,6
configu,1
ration,1
accustomed,2
performing,9
certain,17
moving,10
hands,2
home,5
experience,3
linuxstyle,1
shells,3
group,54
left,48
arrow,14
keys,26
move,16
backward,2
forward,9
quite,21
obvious,1
keystroke,4
ctrla,1
cursor,6
beginning,7
ctrle,1
ctrlb,2
back,20
ctrlf,1
everyone,2
backspace,3
delete,6
char,5
acter,1
reaching,1
requires,15
finger,1
gymnastics,1
deletes,1
remov,1
second,40
nature,7
combination,10
ctrld,4
reach,2
ctrlk,1
cut,6
ctrlu,1
fo,1
ctrly,1
yank,1
ie,35
previously,28
ctrlt,1
transpose,2
impactful,1
ones,21
navigating,2
goes,5
cur,1
rent,1
stored,17
sqlite,1
profile,2
step,37
exist,6
ctrlp,2
ctrln,1
ctrlr,4
reversesearch,3
defined,29
again,20
terminal,5
reverseisearch,1
autofill,1
recent,17
those,22
reverseisearchsqa,2
point,107
add,45
refine,1
followed,10
twice,2
retrieved,1
carry,1
ctrlpctrln,2
updown,1
begins,1
fit,107
ctrll,1
clear,35
screen,5
interrupt,1
exit,1
inadvertently,1
longrunning,1
seem,15
tedious,4
automatic,7
develop,4
muscle,1
suspect,2
wishing,1
were,58
contexts,7
showed,1
effi,3
ciently,1
interactively,9
begin,23
discussing,5
adds,5
prefixed,1
succinctly,3
solve,2
problems,9
magics,2
denoted,2
prefix,2
operate,15
cell,10
demonstrate,13
cuss,2
brief,12
focused,5
discussion,40
later,12
gotcha,1
lead,29
unexpected,3
indentation,1
markers,6
involved,7
website,9
consider,64
donothing,5
appear,11
copy,9
directly,26
error,28
ipythoninputac,1
syntaxerror,2
invalid,2
direct,7
confused,4
never,7
fearipythons,1
handle,16
markedup,1
pasted,1
enters,2
executes,2
intent,1
opens,3
executed,4
batch,3
enter,2
functionality,25
difficult,17
impossible,2
developing,4
extensive,2
likely,16
reuse,2
rather,72
imagine,23
created,23
myscriptpy,3
squarex,1
printn,1
squared,9
squaren,1
follows,37
script,14
finetune,4
docu,4
mentation,4
determine,16
singleline,1
statement,6
check,13
comprehension,4
loop,41
benefit,8
perform,28
mul,2
tiple,1
runs,2
attain,1
robust,8
sign,8
turn,18
heres,6
equivalent,26
construction,3
lappendn,1
comprehensions,1
faster,19
approaches,22
accessed,11
manner,10
description,25
ill,8
mention,4
func,35
wish,22
wont,11
interested,21
saw,52
equivalently,3
addi,3
tionally,2
exposes,1
obtain,11
versions,9
selves,1
style,63
prompts,1
turns,12
pretty,1
decoration,1
clue,1
inputs,18
imag,1
ine,1
looks,31
math,8
mathsin,4
mathcos,4
computed,21
sine,5
cosine,3
inout,1
theres,4
moreipython,1
creates,17
updated,2
reflect,6
printin,4
keeps,4
track,7
item,11
placeholder,1
dictionary,41
numbers,25
printout,1
affect,7
latter,3
surprising,2
makes,34
sense,14
none,62
added,10
interact,8
past,3
sum,44
sin,2
cos,1
result,182
wellknown,5
trigonometric,9
identity,4
necessary,5
handy,6
expensive,5
kept,3
takes,27
furtheryou,1
secondtolast,1
triple,1
thirdtolast,1
skip,1
stops,1
underscores,2
starts,2
howevera,1
outx,1
suppress,2
maybe,1
produces,5
prefer,9
deallocated,1
removed,7
easiest,5
semicolon,1
silently,3
neither,3
false,123
helpful,14
four,27
usual,2
rerun,2
reexecute,1
save,6
saves,1
frustra,1
bridges,1
syn,1
tax,1
happens,8
exclamation,1
appearing,1
assumes,3
unixlike,1
fail,5
different,61
announcement,1
native,11
bash,1
dows,1
soon,4
longer,8
issue,5
unfamiliar,2
com,24
mands,3
reviewing,2
tutorial,4
together,20
excellent,8
software,2
carpentry,1
foundation,3
intro,3
shellterminalcommand,1
scope,5
uninitiated,1
offer,4
textually,1
mids,1
micro,2
soft,1
apple,1
introduced,6
operat,1
interacted,1
clicking,4
menus,4
draganddrop,1
movements,1
existed,1
con,18
trolled,1
sequences,6
mand,2
told,2
precursors,1
terminals,1
today,1
someone,2
bother,2
accomplish,12
icons,3
reply,1
hunt,1
click,1
things,15
sound,6
typical,15
preference,1
impasse,1
becomes,15
admittedly,2
curve,32
intimidate,1
sample,20
linuxos,1
explores,2
modifies,1
directories,1
files,3
osx,5
preceded,1
echo,5
homejake,1
path,3
ls,13
cd,10
osxprojects,4
homejakeprojects,6
datascibook,1
mpld,1
myprojecttxt,5
mkdir,5
myproject,11
osxmyproject,2
mv,3
compact,4
cp,3
approach,61
really,9
prefixing,1
txt,4
printing,5
assignment,10
operator,15
printcontents,1
printdirectory,1
usersjakevdpnotebookstmpmyproject,1
returned,12
typedirectory,1
ipythonutilstextslist,1
acts,5
lot,13
grep,1
fields,4
properties,18
allow,13
filter,11
communication,1
directionpassing,1
shellis,1
varname,1
message,4
curly,1
braces,1
tents,1
filesystem,1
temporary,8
sub,5
enduring,1
automagic,5
behavior,24
toggled,1
besides,1
shelllike,1
cat,2
env,1
man,4
rm,2
rmdir,1
almost,11
treat,8
tmp,14
ses,1
sion,10
switching,4
forth,1
trial,3
streamline,2
briefly,9
exception,15
raise,3
hits,2
cause,8
traceback,12
raised,4
funca,15
b,280
funcx,5
zerodivisionerror,6
ipythoninputbeffcfgt,1
ipythoninputdedfb,8
division,9
zero,23
trace,3
exactly,13
happened,1
led,5
mode,14
argument,24
plain,6
verbose,9
ipythoninputbeffcf,2
global,14
xd,11
gets,3
kind,11
extremely,25
pdb,5
debugger,9
causing,1
ipythonenhanced,1
ipdb,13
debuggers,1
utilities,4
debug,4
hitting,1
tasksprint,1
quit,8
ipythoninputdedfbfunc,5
printa,2
printb,3
thoughwe,1
printx,39
ipythoninputbeffcfmodule,1
caused,2
calls,4
whenever,2
turned,1
ipythoninputadd,1
location,24
continue,8
repeat,6
subroutine,2
take,101
processing,6
counterproductive,1
worry,4
donald,5
knuth,2
famously,2
quipped,1
forget,3
efficiencies,1
premature,1
optimization,3
root,2
evil,6
dig,9
bottleneck,2
lies,6
repeated,12
accuracy,15
profiler,7
measure,15
bundled,1
ipythonyoull,1
lineprofiler,7
memoryprofiler,4
lowing,3
sumrange,1
operation,72
repetitions,2
slower,3
adjust,17
fewer,5
total,60
j,38
ms,24
repeating,3
sort,32
misled,1
pre,6
sorted,21
unsorted,6
repetition,2
skew,1
randomrandom,2
better,48
choice,40
longerrunning,1
systemrelated,1
delays,1
unlikely,1
presorted,3
printsorting,2
cpu,7
wall,4
clever,1
under,46
hood,10
prevent,3
interfering,1
prevents,2
cleanup,1
unused,2
garbage,1
collection,8
otherwise,2
noticeably,2
doublepercentsign,1
cellmagic,1
calculations,3
sumoflists,12
rangen,4
suml,5
profiled,1
pager,3
seconds,11
ordered,6
internal,7
ncalls,1
tottime,1
percall,2
cumtime,1
filenamelinenofunction,1
ipythoninputlistcomp,1
ipythoninputsumoflists,1
stringmodule,1
exec,1
spending,3
inside,1
could,51
changes,7
improve,11
functionbyfunction,1
conve,2
nient,1
packaging,2
pip,3
load,9
loadext,2
functionin,1
tell,6
f,32
sends,1
timer,1
unit,7
e,102
ipythoninputfabecce,1
hit,4
sumoflistsn,2
reported,2
microseconds,2
able,27
modify,18
aspects,8
desired,35
aspect,10
evaluated,7
pipinstalling,1
memorymeasuring,2
peak,2
mib,18
increment,4
mb,4
unfortu,1
nately,2
mprundemopy,4
mprundemo,2
py,2
del,2
remove,9
overwriting,1
filename,3
mem,3
usage,4
tells,14
affects,3
budget,1
observe,4
scratched,1
sci,3
ence,4
links,2
nbviewer,2
renderings,1
net,2
front,1
browse,2
gallery,4
evergrowing,1
powered,1
breadth,3
fullblown,1
video,2
internet,3
videorecorded,1
pycon,6
brian,1
granger,1
creators,1
maintainers,1
wes,3
mckinneys,1
covers,5
entist,1
although,13
overlaps,2
perspective,10
cyrille,2
rossant,2
cookbook,1
treatment,4
ipythonit,1
broad,8
topics,5
reminder,3
tionality,2
elsewhere,2
familiarize,1
outlines,2
techniques,8
loading,9
stor,1
manipulating,5
inmemory,3
sources,17
collec,1
collections,3
images,58
clips,2
measurements,7
nearly,35
else,8
apparent,6
heterogene,1
ity,2
fundamentally,10
imagesparticularly,1
digital,2
imagescan,1
thought,14
dimensional,47
representing,22
pixel,21
brightness,14
onedimensional,42
intensity,1
converted,4
representations,5
binary,17
rep,4
resenting,2
frequency,21
pairs,3
making,13
analyzable,1
transform,35
absolutely,1
ized,1
detail,19
buffers,3
grow,4
spent,1
valuable,3
interests,1
advice,2
outlined,7
doityourself,1
doublecheck,4
numpyversion,1
pieces,9
scipypydata,1
np,52
alias,5
indeed,2
rest,5
refresher,3
nptab,1
detailed,8
httpwwwnumpyorg,1
datadriven,1
manipulated,1
contrasts,1
handled,3
improves,2
standing,1
difference,30
drawn,27
ease,3
statically,3
java,2
declared,2
dynamically,4
skips,1
specify,50
int,59
forint,1
written,13
main,16
inferred,3
exam,11
ple,11
assign,10
switched,1
thing,9
compiler,1
settings,10
compilation,1
uninten,1
ded,4
consequences,2
flexibility,19
analyze,2
value,115
implementation,10
cleverly,1
disguised,1
raw,15
pointer,4
struc,3
ture,2
ros,1
expanded,4
struct,1
longobject,1
obrefcnt,2
pytypeobject,1
obtype,2
sizet,1
obsize,2
obdigit,2
helps,7
alloca,1
deallocation,1
encodes,3
specifies,10
actual,8
vari,5
represent,21
overhead,8
storing,5
compared,12
integers,16
pyobjecthead,1
containing,19
essentially,17
whose,3
bytes,12
encode,9
tain,1
coded,2
freely,2
cost,5
holds,3
mutable,3
multielement,1
container,4
listrange,2
typel,2
strc,2
str,9
true,125
typeitem,1
bool,11
float,48
info,6
informationthat,1
redundant,2
dynamictype,1
numpystyle,6
tiguous,1
block,10
pointers,1
earlier,32
advantage,6
element,31
filled,18
flexibil,1
uniform,6
arrayarrayi,1
arrayi,1
indicating,7
arraybased,1
sec,3
nparray,40
remember,7
unlike,7
constrained,6
upcast,3
floating,7
dtype,106
dtypefloat,4
initializing,1
nested,1
nparrayrangei,1
inner,6
treated,1
rows,41
