Word,Count
shows,7
scales,1
isnt,2
aspect,1
checks,4
has,81
duplicates,2
taking,5
iterating,5
bool,22
containsduplicates,1
j,236
arrayj,3
inner,5
iteration,22
outer,3
itself,6
inside,3
thus,18
something,4
bn,5
highest,4
improve,2
avoiding,1
comparisons,1
start,58
elements,38
checked,2
including,2
index,71
allows,3
us,34
drop,1
fastercontainsduplicates,1
obviously,5
second,18
less,25
ecient,9
translate,2
degree,5
clearly,11
lowered,1
roughly,1
class,35
step,42
algorithmwhich,1
original,11
becomes,6
half,9
previous,17
sizen,1
reducedie,1
solved,7
reduced,1
furthern,1
exiting,1
kth,3
problemsize,3
nk,2
log,27
sides,5
loge,4
logx,2
m,141
maximum,36
hence,5
support,2
above,37
forint,36
ii,9
perform,23
asks,2
steps,6
cuts,1
down,25
into,28
easily,7
calculate,35
logaa,1
good,10
similar,7
bsearch,1
arrint,3
sizeint,1
item,17
low,47
highsize,1
whilelowhigh,1
mid,41
lowhighlow,1
ifarrmiditem,2
highmid,1
unsuccessful,1
containing,4
signed,1
integers,3
being,6
contain,5
integer,16
nave,1
mind,2
just,10
until,27
works,18
ne,3
small,4
dichotomy,1
while,78
true,39
ab,15
division,3
lh,1
elif,3
indexes,3
enter,7
narrow,1
area,1
searched,5
wait,4
logarithm,1
base,9
math,1
conclusion,1
faced,1
successive,5
divisions,1
remember,7
typically,5
represent,29
potentially,1
unlimited,1
per,5
node,307
exactly,6
next,43
child,12
regarded,2
sibling,1
creates,2
extra,3
siblings,1
recurse,2
relatively,2
shallow,1
lots,3
levels,2
hierarchy,1
rise,1
genealogies,1
exception,3
ancestors,3
necessary,5
back,13
pointers,3
kept,3
allow,1
ascended,1
maintain,3
root,110
recursive,19
parameters,2
struct,19
std,7
data,49
void,62
printtreer,2
whilenode,1
ifnodechild,1
foriidepthi,3
printf,15
nodechild,1
sn,1
nodedatacstr,1
nodenext,1
printtree,1
printreer,1
subtype,1
general,7
nodeedge,1
structure,12
satisfy,3
requirements,1
acyclic,5
cycles,4
loops,8
reachable,3
within,5
computer,5
science,2
structures,4
ordinary,1
redblack,1
btrees,1
abtrees,1
tries,2
rooted,2
choosing,3
cell,7
painting,1
top,14
creating,3
layer,1
cells,3
symbol,4
t,69
inputs,10
false,37
boolean,12
sametree,3
ifroot,5
null,35
ifrootdata,2
rootdata,10
rootleftroot,1
left,48
rootright,10
right,48
positioned,1
special,3
valuesie,1
key,21
sub,6
shown,9
snippet,1
image,1
execution,3
visualization,2
makes,8
easier,3
visualize,1
def,24
init,2
self,18
val,11
lchild,4
none,18
rchild,4
insert,15
nodedata,5
rootlchild,7
rootrchild,7
inorderprint,3
preorderprint,3
starting,14
deletion,4
put,33
lights,1
treebst,1
nodesleft,1
childthe,1
subtree,17
parent,38
greater,12
deleting,3
maintaining,1
deleted,6
leaf,8
nodenode,1
childnode,1
childrennode,1
delete,5
pass,1
nullptr,8
having,5
copy,2
converted,7
childs,1
copied,1
too,6
deletenode,4
ifdata,2
rootleft,6
ifrootleft,2
temp,40
ifrootright,1
whiletempleft,1
templeft,1
tempdata,1
height,8
nding,13
psuedo,1
lowestcommonancestor,3
rootnode,1
ifnodedata,2
maxnodedatanode,1
nodeobject,1
binarysearchtree,2
object,5
rootval,1
nodeval,1
selfinsertrootrchild,1
selfinsertrootlchild,1
inorderplace,3
preorderplace,3
postorderplace,3
nodelist,2
insertr,1
nodend,1
nodeinorderplace,1
pre,3
nodepreorderplace,1
nodepostorderplace,1
satises,2
empty,29
subtrees,1
keyx,4
straightforward,1
isbstroot,2
maxkeyinleft,2
findmaxkey,1
rootkey,4
minkeyinright,2
findminkey,1
isbstrootleft,1
isbstrootright,1
inecient,2
traverses,1
mutiple,1
minimize,4
visits,1
min,21
visiting,6
kmin,1
kmax,1
kminkmax,1
kminx,1
xkmax,1
idea,14
develop,1
current,39
isbstrootleftminroot,1
isbstrootrightroot,1
keymax,1
initially,6
isbstmytreerootkeyminkeymax,1
produces,2
previously,7
visited,50
particular,7
printing,5
include,38
iostream,6
queue,35
malloch,1
namespace,7
levelorder,2
q,32
pushroot,1
whileqempty,1
curr,4
qfront,9
cout,28
currdata,1
ifcurrleft,1
qpushcurr,2
ifcurrright,1
pop,6
newnode,13
malloc,1
sizeofstruct,1
returnnode,1
leftleft,1
leftright,1
rightleft,1
rightright,1
achieve,3
objective,8
traversalroot,3
traversing,11
postorder,2
descendants,1
collection,4
points,19
lines,14
connecting,4
possibly,1
them,41
arcs,1
ve,5
uv,16
u,74
store,19
methods,13
nite,7
pairs,8
adjacent,20
adjoining,1
beside,4
neighbors,3
learn,3
via,5
edge,87
table,52
matrixij,4
theres,11
cities,8
putting,2
described,7
bidirectional,2
wouldve,1
arrow,1
sign,2
procedure,44
adjacencymatrix,6
matrixnn,3
endfor,11
populate,3
matrixne,1
cost,95
remove,11
drawbacks,1
huge,2
always,12
sized,1
around,4
megabytes,1
waste,1
suppose,4
row,21
costs,4
lot,5
benet,6
connection,4
import,8
javautilscanner,1
public,77
representgraphadjacencymatrix,6
private,18
final,5
intvertices,1
makeedge,2
tofrom,2
catch,3
arrayindexoutofboundsexception,2
systemoutprintlnthe,3
getedge,1
static,41
mainstring,9
args,10
scanner,4
sc,3
systemin,2
systemoutprintlnenter,3
scnextint,6
systemoutprint,4
systemoutprinti,2
systemoutprintln,6
systemoutprintgraphgetedgei,1
systemoutprintlnsomthing,1
went,3
wrong,4
close,2
save,8
le,10
javac,2
study,1
pairwise,1
relations,2
objects,6
did,6
almost,1
planet,1
earth,1
roads,4
invented,2
years,4
ago,2
invention,1
leonhard,1
euler,2
wrote,1
paper,5
seven,1
bridges,1
nigsberg,1
come,10
realize,1
cityroad,1
applicationsone,1
application,5
city,3
reach,21
pc,1
webpage,1
had,2
travel,1
routers,2
server,1
helps,2
needed,5
crossed,2
during,14
war,1
street,1
needs,5
bombarded,1
disconnect,1
capital,1
mark,12
connect,3
things,4
airports,1
chessboard,3
relation,10
airport,1
moves,13
knight,4
squares,9
shares,2
they,29
direction,7
signs,3
unidirectional,1
hand,4
either,15
assume,26
party,2
going,37
shake,2
hands,3
person,6
shakes,1
contrast,1
corresponds,1
admiring,1
admiration,1
necessarily,2
reciprocated,1
former,1
type,22
latter,1
unweighted,3
weight,13
assigned,3
weights,5
lengths,2
capacities,1
opposite,3
presumably,1
consists,6
paths,7
bc,3
cd,1
ad,1
connects,2
ends,7
counted,2
degrees,6
indegree,2
point,26
outdegree,1
related,3
bellman,5
ford,4
fulkerson,1
nearest,2
neighbour,5
depthrst,5
breadthrst,2
unordered,2
lists,7
describes,3
dynamically,1
allocated,1
languages,2
specify,2
listmaxn,2
maxn,1
denotes,18
edgemaxn,2
y,60
xpushy,2
ypushx,1
wed,5
omit,1
named,2
costmaxn,1
w,27
xpushw,1
total,27
itd,1
ordering,8
orders,2
keep,22
formally,1
efrom,1
precedes,1
important,6
dag,3
least,27
constructing,1
depthfirstsearch,1
nishing,6
vf,1
front,7
linked,4
performed,17
precedences,1
among,2
events,1
successors,1
tasks,5
constraints,2
task,16
valid,3
vertice,3
describe,5
taskhourstocomplete,1
hours,2
cooldown,8
duration,3
cool,1
completed,4
dagaddvertex,5
dagaddedge,6
orderings,1
discovered,3
dfs,17
disconnected,1
forest,6
disjoint,1
define,18
numv,2
helperlistint,1
recstack,7
utrue,2
intiterator,1
fori,18
graphubeginigraphuendi,1
ifrecstack,1
recursion,4
ifiu,1
ifvisitedi,3
ifhelpergraph,2
ufalse,1
wrapper,1
calls,7
helper,2
returns,11
detects,1
subgraphtree,1
iscyclic,2
listint,3
track,8
ivi,1
ifalse,2
recursed,1
iteratively,2
ifvisitedufalse,1
driver,3
listintnumv,1
pushback,13
res,1
coutresendl,1
ove,2
om,9
dijkstra,12
ideas,1
sorry,1
didnt,12
yet,10
miss,20
minor,1
details,2
paywalled,1
tried,1
reconstruct,2
sources,5
referencing,1
comment,1
verify,2
ways,11
spanning,13
several,6
fully,2
grown,2
select,14
forests,1
length,85
bk,2
component,14
logically,1
distinct,4
leaves,2
unexpanded,1
update,37
accordingly,5
distances,9
buckets,3
shared,1
replacing,1
digit,1
higher,6
visit,12
relink,1
expand,1
repeatedly,5
destination,6
reached,17
limitation,3
focus,4
youll,3
shorter,7
wont,13
parts,4
msd,1
course,9
argument,2
stored,6
vectors,1
dfsint,1
vectorint,1
ifvisitednode,1
avoid,8
visitednode,1
action,1
traverse,10
manner,3
graphnodesize,1
graphnodei,1
proceeding,1
recommended,3
brief,4
singlesource,1
road,2
networks,2
conceived,2
edsger,2
published,3
later,6
breadth,2
assumes,3
modify,4
priority,15
costuv,19
understand,4
relaxation,7
house,1
minutes,6
place,13
da,4
db,3
costab,3
du,14
dv,11
pushed,1
marked,13
incremented,2
push,10
updating,2
look,53
infinity,10
cross,1
updated,5
ask,2
bfsmodified,1
qenqueuesource,2
qpop,6
adjacentedges,2
heres,2
follow,3
serve,2
processing,6
proposed,2
itll,6
updates,2
processed,2
closest,3
bring,3
priorityqueue,3
enqueuev,1
popped,3
occur,3
reducing,2
target,3
edgecycle,1
ologve,1
ologv,1
ovlogve,1
javautil,2
javalang,1
javaio,1
shortestpath,3
mindistance,2
dist,9
sptset,5
integermaxvalue,3
minindex,6
sptsetv,2
distv,3
printsolution,2
systemoutprintlnvertex,1
systemoutprintlni,1
tt,1
disti,1
src,3
booleanv,1
graphuv,2
ugraphuv,1
distu,1
expected,2
program,19
star,1
compared,5
s,86
widely,2
eciency,1
accuracy,1
preprocessing,2
option,2
specialization,1
evaluation,3
initial,29
objectives,1
conditioned,1
thought,2
informed,1
guarantees,1
admissible,1
heuristic,7
animation,1
demonstrates,3
grid,4
wallsobstacles,2
green,10
ending,8
red,6
move,31
diagonally,4
highlight,2
blue,9
account,2
heuristics,12
far,11
away,8
sum,10
tells,5
absfromx,2
tox,2
absfromy,2
toy,2
manhattan,3
immediately,2
weve,12
got,8
calculating,10
center,2
calculated,9
pick,7
whichever,2
random,10
prefer,2
orange,2
chose,5
cyan,8
alright,4
options,4
pattern,114
finally,2
winning,2
consisting,1
positions,4
displayed,1
goal,7
state,31
costeective,1
assumed,1
p,58
co,2
ordinates,2
obtained,4
horizontal,4
vertical,3
states,13
happens,3
downwards,1
moving,5
computed,3
turns,1
were,24
leads,8
lead,3
leading,2
future,7
contributors,1
added,5
without,7
often,6
optimization,4
refers,4
simplifying,1
complicated,4
breaking,2
simpler,4
subproblems,3
bottomup,2
attributes,1
applicable,1
substructure,1
overlapping,3
memoization,3
str,51
gets,10
editdistance,3
todo,3
autogenerated,3
stub,3
march,2
cart,2
ed,1
systemoutprintlnedgetminconversions,1
getminconversions,2
dp,22
intstrlengthstrlength,4
iistrlengthi,4
jjstrlengthj,4
ifi,6
ij,44
ifj,4
ifstrcharati,3
strcharatj,3
dpij,9
mathmindpij,4
dpstrlengthstrlength,2
denoted,7
certain,7
jobs,45
prot,16
executed,3
parallel,7
looks,6
twist,1
maximizing,1
making,4
finish,14
profit,14
iterations,14
joba,1
jobe,1
nondecreasing,1
leave,3
additional,5
temporary,3
accprof,25
accumulated,4
performing,2
watch,1
accprofi,9
hold,4
ith,3
denote,7
position,22
strategy,48
increment,13
jobi,7
jobj,7
overlap,7
cant,11
together,5
accprofj,4
proti,4
jobjfinishtime,2
jobistarttime,2
profiti,4
endif,10
toegther,1
overlaps,2
picking,1
continue,13
nally,2
skipped,2
document,3
weightedjobscheduling,1
according,7
non,1
maxprofit,9
populating,1
reverse,5
matches,8
maxprot,3
subtract,2
beginning,8
findingperformedjobs,1
pushjobiname,1
jobiprofit,1
schedules,1
schedule,16
present,10
lcs,26
sequences,14
abcdgh,1
aedfhr,1
adh,1
aggtab,2
gxtxayb,2
gtab,1
obj,2
systemoutprintlnobjlcsstr,2
strlength,2
lcsstring,2
ifm,2
ifstrcharatm,1
strcharatn,1
lcsstr,2
mathmaxlcsstr,1
iterative,14
lcsij,2
mathmaxlcsij,1
lcsstrlengthstrlength,1
bottom,4
nth,7
fib,15
bb,1
subproblemsb,1
repeated,7
fibint,1
intn,7
iini,1
ififi,1
examples,10
abcdxyz,1
xyzabcd,1
abcd,2
zxabcdezy,1
yzabcdezx,1
abcdez,1
getlongestcommonsubstring,1
strstring,1
arr,26
integerminvalue,1
ifstrcharatj,1
strcharati,1
arrij,2
ifarrijmax,1
omn,5
behind,2
complex,36
identify,2
subproblem,2
odds,1
titled,1
prime,24
subject,1
traditional,1
calculations,11
computations,1
nondynamic,1
descend,1
hit,5
proof,17
computational,2
double,46
subsequent,3
long,17
memoized,3
memo,10
memoappend,2
lenmemo,1
memon,4
appendresult,1
introduce,1
location,3
trade,1
longer,1
duplicate,3
appendmemoi,1
memoi,1
break,19
core,2
notice,5
appear,4
sense,1
backwards,3
working,3
upwards,1
bonacci,1
eliminated,1
keeping,1
unfortunately,1
changed,10
advanced,2
noted,3
starts,10
observation,5
made,2
build,6
last,17
ip,1
am,40
assigning,4
alternate,1
commutative,1
older,6
spots,1
suboptimal,1
subalgorithms,1
compression,6
findset,14
ever,1
handle,5
link,2
optimizing,1
subalgo,6
vparent,6
heightbased,1
merging,4
taller,1
smaller,6
anyones,1
unionset,4
vroot,11
uroot,13
vrootheight,2
urootheight,2
oalphan,1
alpha,1
fastgrowing,1
ackermann,1
slow,2
practical,2
entire,5
reduce,4
heights,1
union,1
trivial,2
resulting,3
picked,1
randomly,2
practice,2
randomised,1
comparable,10
much,5
implement,6
eciently,2
detection,1
adding,4
onenode,1
kruskalmst,3
gs,3
mst,9
belongs,3
roots,2
methodology,1
involves,2
makeset,2
efirst,2
esecond,2
naive,2
managing,1
prex,27
commonly,1
lossless,1
compresses,1
eectively,1
saving,1
characteristics,2
compressed,1
characters,31
humans,1
giving,5
character,31
occurs,9
frequency,20
representing,1
david,1
wish,1
compactly,1
thousands,1
designing,1
unique,6
codeword,8
constructed,3
provide,5
fixedlength,1
variablelength,4
xedlength,2
bits,5
considerably,1
frequent,4
short,3
codewords,2
infrequent,1
saves,1
abc,24
concatenation,1
desirable,1
simplify,1
decoding,2
begins,2
encoded,3
unambiguous,1
repeat,3
remainder,1
parses,1
uniquely,1
decodes,1
aabe,1
combinations,4
representations,1
letter,15
face,2
confusion,1
concatenating,1
regular,2
depends,5
symbols,2
internal,3
optionally,1
convention,1
provides,2
remaining,6
huffman,2
csize,1
nodeci,1
qpushn,1
qsize,1
z,19
zleft,1
zright,1
zfrequency,1
xfrequency,1
yfrequency,1
qpushz,1
although,2
lineartime,1
arbitrary,5
onlogn,2
alphabet,2
message,1
decompression,2
translating,1
stream,2
individual,1
byte,3
reaching,1
terminates,1
desired,5
statistically,1
adjusted,1
reconstruction,6
fairly,1
sent,2
separately,5
huffmandecompression,1
slength,7
bitstream,1
decompressed,1
si,14
endwhile,3
occurrence,4
stores,3
assign,3
frequencies,1
corresponding,5
operate,1
largest,10
wikipedia,3
discrete,4
kenneth,1
rosen,1
activities,7
arent,1
allowed,3
think,1
approachfirst,1
intersect,2
pm,12
fail,3
apply,7
bellow,1
activityso,1
nishes,2
analyse,1
ans,1
sudo,1
currentactivity,1
endtime,3
terminate,2
starttime,1
httpwwwgeeksforgeeksorggreedyalgorithmssetactivityselectionproblem,1
money,10
system,7
coins,21
minimal,5
canonical,1
systems,3
ones,3
life,2
perfectly,1
euro,1
bills,1
excluding,1
cents,1
coin,33
bill,1
repeating,1
recursively,4
ocaml,2
assuming,3
changemake,2
moneysystem,4
rec,2
find,12
listfind,1
coingiven,1
easy,4
harder,2
worse,3
nphard,1
acceptable,1
solutions,3
mixing,1
greediness,1
explore,1
possibilies,1
piece,3
xp,3
pieces,3
led,1
utilities,1
optmin,2
match,59
xy,9
nonea,1
anone,1
optsucc,2
onepiece,3
acc,6
discard,1
different,2
forall,1
listfoldleft,1
remark,3
repetitions,1
arises,3
requests,9
placed,3
processedof,1
mk,4
request,36
requested,17
evict,17
eviction,4
minimizes,2
evictions,6
numerous,3
strategies,9
fifo,12
oldest,10
page,57
evicted,15
lifo,18
newest,7
recent,3
lru,19
whose,3
access,3
earliest,11
requestedlfu,1
lfd,15
farthest,3
attention,3
aadebbacfdeafbec,5
aaddddaaadddfffc,1
bbbeeeeccceeebbb,1
ccccbbbbfffaaaee,1
xxxxxxxxxxxxx,1
thirteen,1
misses,13
sixteen,1
sound,2
aadeeeeeeeeeeeec,1
bbbbbbaaaaaaffff,1
ccccccccfddddbbb,1
xx,7
xxx,4
eight,2
selftest,1
lfu,18
rfu,1
happend,1
programm,2
skeleton,1
solves,1
dependent,3
chosen,2
cachesize,8
requestlength,3
char,19
reset,6
originalcache,2
stdstring,2
strategyname,2
virtual,3
default,2
applyint,7
requestindex,25
updateint,7
cacheplace,3
cachemiss,7
updatecache,2
applyrequestindex,1
ismiss,6
cachecacheplace,1
recount,1
updatecacheplace,1
selectedstrategy,4
strat,4
cachei,3
nstrategy,1
stratstrategyname,1
endl,11
ncache,1
cachecachesize,1
cntmisses,3
irequestlength,1
cachel,1
ntotal,1
my,1
caller,2
recalculate,4
implementations,5
icachesize,14
agei,3
override,13
ifcachei,7
ifagei,3
ageoldest,2
cachepos,14
nothing,3
ages,2
ifcachemiss,4
old,3
age,6
agecachesize,3
relative,4
exact,7
agenewest,1
youngest,1
independent,1
interest,1
usage,4
requestfrequency,5
ifrequestfrequency,1
evicts,6
resets,1
precalc,1
fullfill,1
nextuse,4
calcnextuse,4
ifnextusei,1
requestposition,2
pageitem,2
requesti,1
everyone,1
decission,1
who,4
jon,1
kleinberg,1
eva,1
tardos,1
remarks,1
vs,1
reality,1
praxis,1
useless,1
four,1
exchange,4
dispension,2
drops,1
dispensed,1
price,10
somebody,1
paid,5
dpm,1
dierence,2
dc,3
dispense,7
afterwards,2
equals,5
repitition,1
maximized,1
descending,1
purge,1
copies,2
guaratee,1
stdvectorunsigned,5
readincoinvalues,3
coinvalues,16
ascending,7
ticketprice,5
paidmoney,4
generate,8
cin,3
ifpaidmoney,1
diffvalue,3
coincount,3
forauto,4
coinvalue,8
begin,6
countcoins,3
difference,3
forunsigned,1
ifcoincount,1
sure,4
vectore,1
error,3
handling,2
omitted,1
whiletrue,1
stop,8
ifcoinvalue,1
stdgreaterint,1
erase,3
auto,3
stduniquecoinvalues,1
eraselast,1
aware,1
checking,2
strictly,8
decreases,3
never,2
pitfalls,1
biggest,1
chooses,3
local,2
optimum,1
sucient,5
global,2
korte,1
vygen,1
counter,3
soution,1
jabcdefg,1
sj,13
fj,2
compatible,6
picture,2
mutually,2
fjsj,1
fewest,3
conicts,2
conicting,1
cj,1
really,3
successfull,1
early,2
denetly,1
quiet,1
fffn,1
aaj,1
utility,2
tuple,2
jobcnt,2
starttimes,2
endtimes,2
pairintint,3
ijobcnt,5
makepair,3
jobsbegin,2
jobsendpairintint,2
intint,2
psecond,4
jobsi,1
iscompatible,2
jobindex,1
test,20
actual,1
incompatible,1
ifjobsecond,1
jobsjobindex,2
ifiscompatible,1
jobsifirst,2
jobsisecond,1
reader,2
reading,4
proposition,13
contradiction,3
iiik,1
selected,3
jjjm,1
ijijir,1
jr,3
ir,1
jjjri,1
rjrjm,1
jkik,1
maximality,1
concludes,2
javautilarrays,1
javautilcomparator,1
jobint,1
thisstart,1
thisfinish,1
thisprofit,1
jobcomparator,2
implements,2
comparator,1
afinish,2
bfinish,2
weightedintervalscheduling,1
binarysearch,2
lo,14
hi,15
